"locality","period","sample","site","n_seeds","richness","storage_time","weight","Bolboschoenus_maritimus","Damasonium_polyspermum","Elatine_macropoda","Eleocharis_palustris","Ranunculus_trichophyllus","Schoenoplectus_litoralis","Asteraceae","Cyperus_fuscus","Juncus_bufonius","Pycreus_flavescens","Typha_domingensis","Ranunculus_baudotii","Tolypella_sp","Heliotropium_supinum","Cyperaceae","Melilotus_albus","Schoenoplectus_lacustris","Sporobolus_aculeatus","Trifolium_repens","Rumex_dentatus","Carex_sp","Eryngium_sp","Caryophyllaceae","Tolypella_glomerata","Mentha_pulegium"
"El_Hondon","FEB","EH20220210_14","El_Hondon_FEB",0,0,102,11.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Hondon","FEB","EH20220210_15","El_Hondon_FEB",1,1,103,16.61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Hondon","FEB","EH20220210_16","El_Hondon_FEB",0,0,104,28.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Hondon","FEB","EH20220210_17","El_Hondon_FEB",0,0,105,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Hondon","FEB","EH20220210_18","El_Hondon_FEB",0,0,105,9.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Hondon","FEB","EH20220210_19","El_Hondon_FEB",2,1,109,17.49,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Hondon","FEB","EH20220210_20","El_Hondon_FEB",0,0,111,12.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Rocio","FEB","ER20220210_1","El_Rocio_FEB",0,0,116,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Rocio","FEB","ER20220210_2","El_Rocio_FEB",0,0,116,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Rocio","FEB","ER20220210_3","El_Rocio_FEB",2,1,116,9.19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"El_Rocio","FEB","ER20220210_4","El_Rocio_FEB",0,0,118,11.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Rocio","FEB","ER20220210_5","El_Rocio_FEB",0,0,118,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Rocio","FEB","ER20220210_6","El_Rocio_FEB",0,0,118,23.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Rocio","FEB","ER20220210_7","El_Rocio_FEB",2,1,118,11.66,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"El_Rocio","FEB","ER20220210_8","El_Rocio_FEB",0,0,120,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Rocio","FEB","ER20220210_9","El_Rocio_FEB",0,0,120,10.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Rocio","FEB","ER20220210_10","El_Rocio_FEB",4,2,120,11.94,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"El_Cornejo","FEB","EC20220208_1","El_Cornejo_FEB",0,0,125,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Cornejo","FEB","EC20220208_2","El_Cornejo_FEB",0,0,125,9.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Cornejo","FEB","EC20220208_3","El_Cornejo_FEB",5,1,125,5.89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Cornejo","FEB","EC20220208_4","El_Cornejo_FEB",1,1,126,12.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
